"","ST","STATE","OCC_CODE","FIRST_TOT_EMP","FIRST_YEAR","LAST_TOT_EMP","LAST_YEAR","percent_change_emp","OCC_TITLE"
"3728","CA","California","39-3099",2950,2004,640,2015,-78.31,"Entertainment attendants and related workers, all other"
"3729","CA","California","39-4011",500,1999,560,2015,12,"Embalmers"
"3730","CA","California","39-4021",930,1999,2470,2015,165.59,"Funeral attendants"
"3731","CA","California","39-4031",1510,2012,1410,2015,-6.62,"Morticians, undertakers, and funeral directors"
"3732","CA","California","39-4831",1400,2010,1630,2011,16.43,"Funeral service managers, directors, morticians, and undertakers"
"3733","CA","California","39-5011",860,1999,1000,2015,16.28,"Barbers"
"3734","CA","California","39-5012",22020,1999,26340,2015,19.62,"Hairdressers, hairstylists, and cosmetologists"
"3735","CA","California","39-5091",230,2000,1160,2015,404.35,"Makeup artists, theatrical and performance"
"3736","CA","California","39-5092",2490,1999,17410,2015,599.2,"Manicurists and pedicurists"
"3737","CA","California","39-5093",590,2000,1510,2015,155.93,"Shampooers"
"3738","CA","California","39-5094",1630,1999,5450,2015,234.36,"Skin care specialists"
"3739","CA","California","39-6011",5660,1999,5410,2015,-4.42,"Baggage porters and bellhops"
"3740","CA","California","39-6012",2400,1999,3200,2015,33.33,"Concierges"
"3741","CA","California","39-6021",5960,1999,3110,2009,-47.82,"Tour guides and escorts"
"3742","CA","California","39-6022",210,1999,550,2009,161.9,"Travel guides"
"3743","CA","California","39-6031",10210,1999,10660,2009,4.41,"Flight attendants"
"3744","CA","California","39-6032",1200,1999,1970,2009,64.17,"Transportation attendants, except flight attendants and baggage porters"
"3745","CA","California","39-7011",2960,2010,3970,2015,34.12,"Tour guides and escorts"
"3746","CA","California","39-7012",630,2010,330,2015,-47.62,"Travel guides"
"3747","CA","California","39-9011",40360,1999,59690,2015,47.89,"Child care workers"
"3748","CA","California","39-9021",22280,1999,124210,2015,457.5,"Personal and home care aides"
"3749","CA","California","39-9031",16930,1999,27540,2015,62.67,"Fitness trainers and aerobics instructors"
"3750","CA","California","39-9032",27070,1999,47600,2015,75.84,"Recreation workers"
"3751","CA","California","39-9041",1080,1999,5480,2015,407.41,"Residential advisors"
"3752","CA","California","39-9099",3520,2004,2900,2015,-17.61,"Personal care and service workers, all other"
"3753","CA","California","41-0000",1427830,1999,1585010,2015,11.01,"Sales and related occupations"
"3754","CA","California","41-1011",135670,1999,117220,2015,-13.6,"First-line supervisors/managers of retail sales workers"
"3755","CA","California","41-1012",29270,1999,27980,2015,-4.41,"First-line supervisors/managers of non-retail sales workers"
"3756","CA","California","41-2011",351750,1999,392240,2015,11.51,"Cashiers"
"3757","CA","California","41-2012",2750,1999,2280,2015,-17.09,"Gaming change persons and booth cashiers"
"3758","CA","California","41-2021",45950,1999,83680,2015,82.11,"Counter and rental clerks"
"3759","CA","California","41-2022",22650,1999,24750,2015,9.27,"Parts salespersons"
"3760","CA","California","41-2031",390300,1999,452990,2015,16.06,"Retail salespersons"
"3761","CA","California","41-3011",19270,1999,18520,2015,-3.89,"Advertising sales agents"
"3762","CA","California","41-3021",27840,1999,36030,2015,29.42,"Insurance sales agents"
"3763","CA","California","41-3031",22650,1999,40920,2015,80.66,"Securities, commodities, and financial services sales agents"
"3764","CA","California","41-3041",14590,1999,8690,2015,-40.44,"Travel agents"
"3765","CA","California","41-3099",70380,2004,116710,2015,65.83,"Sales representatives, services, all other"
"3766","CA","California","41-4011",28420,1999,45930,2015,61.61,"Sales representatives, wholesale and manufacturing, technical and scientific products"
"3767","CA","California","41-4012",153210,1999,137160,2015,-10.48,"Sales representatives, wholesale and manufacturing, except technical and scientific products"
"3768","CA","California","41-9011",9600,1999,20100,2015,109.38,"Demonstrators and product promoters"
"3769","CA","California","41-9012",230,2002,560,2015,143.48,"Models"
"3770","CA","California","41-9021",6120,1999,5040,2015,-17.65,"Real estate brokers"
"3771","CA","California","41-9022",31170,1999,12200,2015,-60.86,"Real estate sales agents"
"3772","CA","California","41-9031",14850,1999,12890,2015,-13.2,"Sales engineers"
"3773","CA","California","41-9041",45750,1999,14780,2015,-67.69,"Telemarketers"
"3774","CA","California","41-9091",3660,1999,1040,2015,-71.58,"Door-to-door sales workers, news and street vendors, and related workers"
"3775","CA","California","41-9099",24120,2004,13280,2015,-44.94,"Sales and related workers, all other"
"3776","CA","California","41-9799",25240,2010,25380,2011,0.55,"Sales and related workers, all other*"
"3777","CA","California","43-0000",2589760,1999,2464670,2015,-4.83,"Office and administrative support occupations"
"3778","CA","California","43-1011",141910,1999,172900,2015,21.84,"First-line supervisors/managers of office and administrative support workers"
"3779","CA","California","43-2011",27520,1999,13290,2015,-51.71,"Switchboard operators, including answering service"
"3780","CA","California","43-2021",5910,1999,1190,2014,-79.86,"Telephone operators"
"3781","CA","California","43-2099",270,2004,220,2015,-18.52,"Communications equipment operators, all other"
"3782","CA","California","43-3011",41650,1999,38360,2015,-7.9,"Bill and account collectors"
"3783","CA","California","43-3021",64160,1999,58450,2015,-8.9,"Billing and posting clerks and machine operators"
"3784","CA","California","43-3031",172950,1999,178660,2015,3.3,"Bookkeeping, accounting, and auditing clerks"
"3785","CA","California","43-3041",770,1999,4660,2015,505.19,"Gaming cage workers"
"3786","CA","California","43-3051",24590,1999,25890,2015,5.29,"Payroll and timekeeping clerks"
"3787","CA","California","43-3061",8260,1999,8160,2015,-1.21,"Procurement clerks"
"3788","CA","California","43-3071",53530,1999,43970,2015,-17.86,"Tellers"
"3789","CA","California","43-3099",5930,2012,5280,2015,-10.96,"Financial clerks, all other"
"3790","CA","California","43-4011",16780,1999,4480,2015,-73.3,"Brokerage clerks"
"3791","CA","California","43-4021",6830,1999,740,2015,-89.17,"Correspondence clerks"
"3792","CA","California","43-4031",10510,1999,8590,2015,-18.27,"Court, municipal, and license clerks"
"3793","CA","California","43-4041",9590,1999,3050,2015,-68.2,"Credit authorizers, checkers, and clerks"
"3794","CA","California","43-4051",199250,1999,201680,2015,1.22,"Customer service representatives"
"3795","CA","California","43-4061",22170,1999,23380,2015,5.46,"Eligibility interviewers, government programs"
"3796","CA","California","43-4071",37950,1999,20680,2015,-45.51,"File clerks"
"3797","CA","California","43-4081",13470,1999,24620,2015,82.78,"Hotel, motel, and resort desk clerks"
"3798","CA","California","43-4111",16400,1999,18530,2015,12.99,"Interviewers, except eligibility and loan"
"3799","CA","California","43-4121",5890,1999,9600,2015,62.99,"Library assistants, clerical"
"3800","CA","California","43-4131",15080,1999,22020,2015,46.02,"Loan interviewers and clerks"
"3801","CA","California","43-4141",4250,1999,5220,2015,22.82,"New accounts clerks"
"3802","CA","California","43-4151",54110,1999,31990,2015,-40.88,"Order clerks"
"3803","CA","California","43-4161",22530,1999,16450,2015,-26.99,"Human resources assistants, except payroll and timekeeping"
"3804","CA","California","43-4171",125830,1999,99370,2015,-21.03,"Receptionists and information clerks"
"3805","CA","California","43-4181",24010,1999,15920,2015,-33.69,"Reservation and transportation ticket agents and travel clerks"
"3806","CA","California","43-4199",24800,2004,20870,2015,-15.85,"All other information and record clerks"
"3807","CA","California","43-5011",4410,1999,12020,2015,172.56,"Cargo and freight agents"
"3808","CA","California","43-5021",16440,1999,12820,2015,-22.02,"Couriers and messengers"
"3809","CA","California","43-5031",4210,1999,7170,2015,70.31,"Police, fire, and ambulance dispatchers"
"3810","CA","California","43-5032",23960,1999,23720,2015,-1,"Dispatchers, except police, fire, and ambulance"
"3811","CA","California","43-5041",4370,1999,4030,2015,-7.78,"Meter readers, utilities"
"3812","CA","California","43-5051",9200,1999,7480,2015,-18.7,"Postal service clerks"
"3813","CA","California","43-5052",38680,1999,33440,2015,-13.55,"Postal service mail carriers"
"3814","CA","California","43-5053",26100,1999,13210,2015,-49.39,"Postal service mail sorters, processors, and processing machine operators"
"3815","CA","California","43-5061",32600,1999,44180,2015,35.52,"Production, planning, and expediting clerks"
"3816","CA","California","43-5071",127960,1999,96900,2015,-24.27,"Shipping, receiving, and traffic clerks"
"3817","CA","California","43-5081",185900,1999,225400,2015,21.25,"Stock clerks and order fillers"
"3818","CA","California","43-5111",8720,1999,12610,2015,44.61,"Weighers, measurers, checkers, and samplers, recordkeeping"
"3819","CA","California","43-6011",156430,1999,90800,2015,-41.95,"Executive secretaries and administrative assistants"
"3820","CA","California","43-6012",33930,1999,29130,2015,-14.15,"Legal secretaries"
"3821","CA","California","43-6013",22450,1999,73650,2015,228.06,"Medical secretaries"
"3822","CA","California","43-6014",129390,1999,212200,2015,64,"Secretaries, except legal, medical, and executive"
"3823","CA","California","43-9011",22240,1999,4830,2015,-78.28,"Computer operators"
"3824","CA","California","43-9021",65770,1999,24200,2015,-63.21,"Data entry keyers"
"3825","CA","California","43-9022",47860,1999,15950,2015,-66.67,"Word processors and typists"
"3826","CA","California","43-9031",3140,1999,1520,2015,-51.59,"Desktop publishers"
"3827","CA","California","43-9041",25620,1999,39390,2015,53.75,"Insurance claims and policy processing clerks"
"3828","CA","California","43-9051",23310,1999,6780,2015,-70.91,"Mail clerks and mail machine operators, except postal service"
"3829","CA","California","43-9061",289310,1999,324030,2015,12,"Office clerks, general"
"3830","CA","California","43-9071",9460,1999,6930,2015,-26.74,"Office machine operators, except computer"
"3831","CA","California","43-9081",2340,1999,1410,2015,-39.74,"Proofreaders and copy markers"
"3832","CA","California","43-9111",1720,1999,770,2015,-55.23,"Statistical assistants"
"3833","CA","California","43-9199",72640,2004,62190,2015,-14.39,"Office and administrative support workers, all other"
"3834","CA","California","43-9799",58900,2010,70920,2011,20.41,"Office and administrative support workers, all other*"
"3835","CA","California","45-0000",193510,1999,208710,2015,7.85,"Farming, fishing, and forestry occupations"
"3836","CA","California","45-1011",4760,1999,4920,2015,3.36,"First-line supervisors/managers of farming, fishing, and forestry workers"
"3837","CA","California","45-1012",7020,1999,300,2009,-95.73,"Farm labor contractors"
"3838","CA","California","45-2011",1060,1999,2690,2015,153.77,"Agricultural inspectors"
"3839","CA","California","45-2021",200,2000,150,2015,-25,"Animal breeders"
"3840","CA","California","45-2041",15850,1999,8870,2015,-44.04,"Graders and sorters, agricultural products"
"3841","CA","California","45-2091",6460,1999,7200,2015,11.46,"Agricultural equipment operators"
"3842","CA","California","45-2092",137980,1999,178130,2015,29.1,"Farmworkers and laborers, crop, nursery, and greenhouse"
"3843","CA","California","45-2093",7900,1999,2620,2015,-66.84,"Farmworkers, farm and ranch animals"
"3844","CA","California","45-2099",2360,2004,740,2015,-68.64,"Agricultural workers, all other"
"3845","CA","California","45-3011",100,2004,90,2015,-10,"Fishers and related fishing workers"
"3846","CA","California","45-4011",1940,2000,1910,2015,-1.55,"Forest and conservation workers"
"3847","CA","California","45-4021",440,1999,210,2015,-52.27,"Fallers"
"3848","CA","California","45-4022",1640,1999,960,2015,-41.46,"Logging equipment operators"
"3849","CA","California","45-4023",290,2000,100,2009,-65.52,"Log graders and scalers"
"3850","CA","California","45-4029",310,2004,200,2015,-35.48,"Logging workers, all other"
"3851","CA","California","47-0000",644140,1999,559520,2015,-13.14,"Construction and extraction occupations"
"3852","CA","California","47-1011",35880,1999,44490,2015,24,"First-line supervisors/managers of construction trades and extraction workers"
"3853","CA","California","47-2011",850,1999,500,2015,-41.18,"Boilermakers"
"3854","CA","California","47-2021",5000,1999,4410,2015,-11.8,"Brickmasons and blockmasons"
"3855","CA","California","47-2022",890,1999,1520,2015,70.79,"Stonemasons"
"3856","CA","California","47-2031",112610,1999,82540,2015,-26.7,"Carpenters"
"3857","CA","California","47-2041",10040,1999,6130,2015,-38.94,"Carpet installers"
"3858","CA","California","47-2042",840,1999,2220,2015,164.29,"Floor layers, except carpet, wood, and hard tiles"
"3859","CA","California","47-2043",930,2001,450,2015,-51.61,"Floor sanders and finishers"
"3860","CA","California","47-2044",6890,1999,7280,2015,5.66,"Tile and marble setters"
"3861","CA","California","47-2051",21190,1999,19680,2015,-7.13,"Cement masons and concrete finishers"
"3862","CA","California","47-2053",1210,1999,970,2015,-19.83,"Terrazzo workers and finishers"
"3863","CA","California","47-2061",84110,1999,87530,2015,4.07,"Construction laborers"
"3864","CA","California","47-2071",4580,1999,4650,2015,1.53,"Paving, surfacing, and tamping equipment operators"
"3865","CA","California","47-2072",540,1999,520,2015,-3.7,"Pile-driver operators"
"3866","CA","California","47-2073",28620,1999,24980,2015,-12.72,"Operating engineers and other construction equipment operators"
"3867","CA","California","47-2081",24890,1999,21230,2015,-14.7,"Drywall and ceiling tile installers"
"3868","CA","California","47-2082",9540,1999,5160,2015,-45.91,"Tapers"
